,importance,stddev,p_value,n,p99_high,p99_low
roll_trend_5y_asset_turnover,0.00044492009126646527,4.568226030879802e-05,1.3151142669548845e-05,5,0.0005389804966382169,0.00035085968589471366
peak_drop_earn_yld,0.00044379739849571554,0.00011040750550167833,0.0004240545775382273,5,0.0006711279783175659,0.00021646681867386515
roll_mean_3y_asset_turnover,0.000443640704863979,0.00023604772134772556,0.006833679627995224,5,0.0009296662256451665,-4.238481591720849e-05
roll_max_5y_roa,0.00044222264959019596,5.84987703326687e-05,3.590365824684512e-05,5,0.000562672426244091,0.00032177287293630094
roll_max_3y_earn_yld,0.00044158121236448356,4.074307553631986e-05,8.598853956214554e-06,5,0.0005254717680229143,0.00035769065670605284
roll_trend_3y_log_mkvalt,0.00043546558929312694,2.3333629814031977e-05,9.854494400479504e-07,5,0.0004835098555852557,0.00038742132300099817
acct_mom_ocf_per_share,0.00043246479371279457,7.940364082243369e-05,0.0001304568139782392,5,0.0005959579876411314,0.0002689715997844578
expmean_altman_z,0.00043243861906407945,1.4900783318843645e-05,1.6890112340690958e-07,5,0.00046311953786829055,0.00040175770025986836
roll_sd_5y_ebitda_margin,0.0004309785211221273,3.937015505034526e-05,8.26438266878927e-06,5,0.0005120422145241586,0.00034991482772009597
roll_trend_5y_net_debt_ebitda,0.0004304917404867492,0.00012634703135664175,0.0007966707031843187,5,0.000690642024351629,0.00017034145662186945
accel_eff_int_rate,0.0004296783128809434,6.350445223422597e-05,5.562631141240704e-05,5,0.0005604348577560211,0.00029892176800586567
interact_acc_hyspr,0.0004278778974458719,0.00010583432658557669,0.0004147496763531631,5,0.0006457922386714193,0.00020996355622032457
roll_autocorr_5y_log_at,0.0004267887227093592,4.995683614767169e-05,2.2121607231189926e-05,5,0.0005296505388142684,0.00032392690660445003
expmean_mkt_to_book,0.0004266878230108517,6.856210633010582e-05,7.731643885727293e-05,5,0.0005678581475735545,0.00028551749844814896
acct_mom_current_ratio,0.0004232508892286102,5.8860176507212345e-05,4.374811942625033e-05,5,0.0005444448061910547,0.00030205697226616567
roll_sd_3y_roa,0.0004214097643323589,9.07942325683209e-05,0.0002433228282568284,5,0.0006083563441001861,0.00023446318456453173
cash_pct_act,0.00041991356246140477,7.474901239170081e-05,0.00011556695173962614,5,0.0005738228121170608,0.0002660043128057488
